2000,193569
2001,201113
2002,221910
2003,239129
2004,262652
2005,288360
2006,277637
2007,297404
2008,307075
2009,317250
2010,357269
2011,370413
2012,398098
2013,423026
2014,463115
2015,506359
2016,578067
2017,663618
2018,678579
2019,722876
2020,798428
2021,874646
