2000,289727
2001,306173
2002,326077
2003,350909
2004,397639
2005,403117
2006,432564
2007,456715
2008,477514
2009,491333
2010,525318
2011,579866
2012,642497
2013,692576
2014,756234
2015,850568
2016,1008729
2017,1140842
2018,1220549
2019,1159347
2020,1262422
2021,1392280
