2000,210126
2001,222052
2002,245258
2003,264914
2004,283052
2005,301482
2006,317843
2007,333907
2008,343251
2009,358832
2010,392096
2011,419655
2012,444550
2013,472093
2014,542121
2015,570723
2016,670833
2017,751287
2018,860866
2019,896188
2020,910876
2021,1002304
