2000,207290
2001,224373
2002,248707
2003,268380
2004,268820
2005,296812
2006,321080
2007,343310
2008,350597
2009,368920
2010,401229
2011,430855
2012,504537
2013,505398
2014,560384
2015,608565
2016,702088
2017,802191
2018,824357
2019,880837
2020,969229
2021,1060805
