2000,228383
2001,244395
2002,272365
2003,302602
2004,322626
2005,339579
2006,353341
2007,376248
2008,392999
2009,419519
2010,452701
2011,486030
2012,537737
2013,815958
2014,661372
2015,708179
2016,805814
2017,899045
2018,918227
2019,940496
2020,1032389
2021,1136526
