2000,355589
2001,380372
2002,415711
2003,449306
2004,475766
2005,506057
2006,541923
2007,581565
2008,607065
2009,642055
2010,687963
2011,741075
2012,797691
2013,839049
2014,908432
2015,986059
2016,1135021
2017,1135021
2018,1291093
2019,1328906
2020,1457050
2021,1609981
