2000,183631
2001,193315
2002,211529
2003,225783
2004,230633
2005,251882
2006,266134
2007,283744
2008,291269
2009,304941
2010,333012
2011,360102
2012,392135
2013,418121
2014,465663
2015,512670
2016,585078
2017,662799
2018,667159
2019,695137
2020,762930
2021,840875
