2000,229132
2001,248811
2002,276166
2003,300703
2004,312399
2005,326360
2006,346320
2007,376670
2008,388606
2009,408025
2010,437454
2011,467141
2012,494589
2013,525298
2014,569087
2015,622870
2016,710671
2017,811991
2018,818966
2019,863460
2020,951520
2021,1051617
