2000,175372
2001,186379
2002,205344
2003,221729
2004,232764
2005,245430
2006,259106
2007,282377
2008,248693
2009,309585
2010,340957
2011,353812
2012,379594
2013,403126
2014,451448
2015,501080
2016,570111
2017,648978
2018,639574
2019,661988
2020,727577
2021,801440
