2000,230876
2001,246287
2002,275545
2003,298028
2004,319304
2005,352493
2006,381025
2007,420040
2008,436004
2009,466289
2010,503473
2011,544480
2012,584009
2013,628445
2014,690786
2015,759614
2016,849790
2017,978305
2018,1000350
2019,1071756
2020,1179843
2021,1299964
