2000,183504
2001,193370
2002,212220
2003,227157
2004,238801
2005,251716
2006,262554
2007,279129
2008,285177
2009,300552
2010,325088
2011,353354
2012,381989
2013,411830
2014,456226
2015,502511
2016,574308
2017,646007
2018,649754
2019,673729
2020,740395
2021,815076
