2000,230299
2001,238250
2002,250593
2003,264367
2004,280992
2005,303795
2006,322210
2007,346102
2008,345401
2009,363446
2010,374652
2011,404521
2012,427319
2013,456812
2014,491067
2015,530349
2016,600144
2017,688647
2018,700585
2019,737394
2020,809410
2021,868125
