2000,148218
2001,155773
2002,171182
2003,184049
2004,192043
2005,200731
2006,207248
2007,220527
2008,224363
2009,236138
2010,253414
2011,274605
2012,296188
2013,316939
2014,348568
2015,388009
2016,453648
2017,521477
2018,528301
2019,413735
2020,611648
2021,673329
