2000,185766
2001,197552
2002,216447
2003,235260
2004,247730
2005,262377
2006,277001
2007,291282
2008,301375
2009,314117
2010,337390
2011,376057
2012,408306
2013,427781
2014,457812
2015,513616
2016,595634
2017,675784
2018,679103
2019,723830
2020,795874
2021,876870
