2000,275853
2001,298292
2002,327649
2003,355648
2004,379388
2005,409896
2006,441344
2007,478964
2008,500615
2009,529689
2010,574443
2011,622509
2012,675212
2013,720372
2014,785485
2015,882169
2016,996502
2017,1165026
2018,1192132
2019,1266023
2020,1390911
2021,1529696
