2000,185055
2001,195882
2002,213312
2003,232099
2004,245688
2005,265051
2006,274357
2007,289662
2008,290595
2009,308585
2010,332991
2011,352494
2012,370387
2013,394758
2014,438406
2015,481580
2016,548090
2017,613792
2018,619402
2019,645682
2020,710021
2021,783318
