2000,291312
2001,311968
2002,341610
2003,372911
2004,401229
2005,428386
2006,458093
2007,491474
2008,516520
2009,542014
2010,585608
2011,628817
2012,683648
2013,742885
2014,812005
2015,904318
2016,1054528
2017,1178221
2018,1159870
2019,1179310
2020,1296397
2021,1429371
