2000,209343
2001,220818
2002,247130
2003,269356
2004,287563
2005,305084
2006,324548
2007,350034
2008,365987
2009,393329
2010,431967
2011,461836
2012,491178
2013,515990
2014,570076
2015,618836
2016,709457
2017,803373
2018,836071
2019,873151
2020,957829
2021,1057147
