2000,216653
2001,229814
2002,254107
2003,274137
2004,288805
2005,313773
2006,335176
2007,362842
2008,367487
2009,389087
2010,414618
2011,440653
2012,466488
2013,486833
2014,535270
2015,598551
2016,694648
2017,788015
2018,794998
2019,826014
2020,907230
2021,997843
