2000,152311
2001,160299
2002,175083
2003,189735
2004,198896
2005,184433
2006,217873
2007,231307
2008,231813
2009,242377
2010,259682
2011,281048
2012,301580
2013,319405
2014,352898
2015,386343
2016,446865
2017,515362
2018,522547
2019,550365
2020,605290
2021,667177
