2000,243570
2001,238905
2002,283047
2003,307358
2004,331782
2005,352415
2006,376336
2007,404006
2008,414434
2009,435239
2010,465936
2011,508559
2012,550680
2013,587225
2014,636457
2015,697549
2016,796910
2017,911328
2018,904743
2019,941393
2020,1034754
2021,1140715
