2000,193780
2001,205799
2002,223149
2003,243308
2004,254208
2005,269173
2006,260298
2007,301928
2008,310127
2009,330310
2010,338410
2011,383040
2012,414112
2013,439612
2014,490139
2015,539621
2016,624060
2017,692438
2018,693614
2019,721663
2020,787781
2021,869652
