2000,186194
2001,199180
2002,218147
2003,234497
2004,242563
2005,252799
2006,262356
2007,277149
2008,285951
2009,301234
2010,325368
2011,348558
2012,373424
2013,392859
2014,426555
2015,468260
2016,538553
2017,624968
2018,644561
2019,701423
2020,767663
2021,846409
