2000,224635
2001,242042
2002,271357
2003,294555
2004,315727
2005,339069
2006,363926
2007,399493
2008,422000
2009,443998
2010,480228
2011,518665
2012,565414
2013,599753
2014,655043
2015,719955
2016,834525
2017,960839
2018,1000628
2019,1058586
2020,1162613
2021,1279431
