2000,447631
2001,496736
2002,536742
2003,623029
2004,670056
2005,733624
2006,775059
2007,812095
2008,870479
2009,899560
2010,962211
2011,1004927
2012,1073066
2013,1157802
2014,1268023
2015,1402330
2016,1534945
2017,1707485
2018,1730871
2019,1831211
2020,2009455
2021,2213406
