2000,471250
2001,487005
2002,542151
2003,595985
2004,645591
2005,703339
2006,776705
2007,850825
2008,879094
2009,879567
2010,916973
2011,968815
2012,1061931
2013,1115145
2014,1198223
2015,1431193
2016,1526918
2017,1748662
2018,1784649
2019,1843061
2020,2025293
2021,2280724
