2000,218088
2001,231323
2002,231198
2003,273548
2004,288921
2005,311070
2006,320272
2007,319336
2008,337904
2009,374824
2010,414243
2011,449792
2012,491149
2013,497446
2014,570083
2015,635543
2016,736574
2017,826988
2018,830316
2019,829416
2020,946025
2021,1028451
