2000,180995
2001,192210
2002,211304
2003,229783
2004,235327
2005,249148
2006,272519
2007,300791
2008,307699
2009,309565
2010,325256
2011,349088
2012,374335
2013,401294
2014,443040
2015,487200
2016,554438
2017,626706
2018,637188
2019,664672
2020,730640
2021,805669
